q3_storeroomReplenishRate,Location,Date,Lat,Alt,Lng,SurveyID,TripID,TotalCount,FemaleCount,MaleCount,Speed,Username,q0a_shopID,q0b_surveyConsent,q1_workerCount,q2_storeroomSize,q4_deliveryCount,q5_timeCheck,q6_deliverOrPickup,q7_DELmanufactOrExclDist,q8_DELsupplierReplenishRate,q9_DELlastReplenish,q10a_DELlastReplenishSize,q11_DELtimeOfArrival,q12_DELgoodsArrivalTime1,q13_DELerpPrice,q14_PUPmanufactOrExclDist,q15_PUPsupplierReplenishRate,q16_PUPlastReplenish,q17_PUPlastReplenishSize,q18_PUPvehicleType,q19_PUPerpPrice,q16_1a_companyDelivery1,q16_1b_companyDelivery1,q16_2a_companyDelivery1,q16_2b_companyDelivery1,q16_3a_companyDelivery1,q16_3b_companyDelivery1,q16_4a_companyDelivery1,q16_4b_companyDelivery1,q16_5a_companyDelivery1,q16_5b_companyDelivery1,q16_6a_companyDelivery1,q16_6b_companyDelivery1,q16_7a_companyDelivery1,q16_7b_companyDelivery1,q16_8a_companyDelivery1,q16_8b_companyDelivery1,q16_9a_companyDelivery1,q16_9b_companyDelivery1,q16_10a_companyDelivery1,q16_10b_companyDelivery1,eq1_establishmentName,eq2_postCode,eq3_storeLocation,eq4_visibleArea,eq5_retailChain,eq6a_weekdayHoursOpen,eq6b_establishmentIndustry,eq7_weekdayHoursClose,eq8a_relativeAmountSales,eq8b_relativeAmountSales,eq8c_relativeAmountSales,eq8d_relativeAmountSales,eq8e_relativeAmountSales,eq8f_relativeAmountSales,eq8g_relativeAmountSales,eq8h_relativeAmountSales,eq8i_relativeAmountSales,q20_1a_companyDelivery1,q20_1b_companyDelivery1,q20_2a_companyDelivery1,q20_2b_companyDelivery1,q20_3a_companyDelivery1,q20_3b_companyDelivery1,q20_4a_companyDelivery1,q20_4b_companyDelivery1,q20_5a_companyDelivery1,q20_5b_companyDelivery1,q20_6a_companyDelivery1,q20_6b_companyDelivery1,q20_7a_companyDelivery1,q20_7b_companyDelivery1,q20_8a_companyDelivery1,q20_8b_companyDelivery1,q20_9a_companyDelivery1,q20_9b_companyDelivery1,q20_10a_companyDelivery1,q20_10b_companyDelivery1,** q5_timeCheck,q20,eq6b_weekdayHoursClose,eq7_establishmentIndustry
5,"<Point><coordinates>103.8254422,1.2825898,0.0</coordinates></Point>",2014-07-15 10:20:13,1.2825898,0.0,103.8254422,S1862526,,0,0,0,0.0,haokaishi520@gmail.com,0000,Yes,2,25 m2 - 50 m2,"1 (Sidebar, Mod1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8254422,1.2825898,0.0</coordinates></Point>",2014-07-15 10:22:48,1.2825898,0.0,103.8254422,S0475698,T5798050,0,0,0,0.0,haokaishi520@gmail.com,0000,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"<Point><coordinates>103.844629,1.2824484,0.0</coordinates></Point>",2014-07-15 10:46:52,1.2824484,0.0,103.844629,S3486935,,0,0,0,0.0,haokaishi520@gmail.com,18738,Yes,11847,50 m2 - 100 m2,15,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Frozen food (e.g. Frozen meat, cake))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,,,,,,,,,,,,,,,,,,
15,"<Point><coordinates>103.8454049,1.2854083,0.0</coordinates></Point>",2014-07-15 10:58:05,1.2854083,0.0,103.8454049,S7310180,,0,0,0,,yinjin26@gmail.com,799536,Yes,4,Less than 10 m2,4,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once every two weeks. 每两个星期一次,,,,,,,,,,,,,,,,,,,,
18,"<Point><coordinates>103.8423348,1.2821757,22.719199602203332</coordinates></Point>",2014-07-15 12:03:49,1.2821757,22.719199602203332,103.8423348,S6980780,,0,0,0,0.0,kimcuong030992@gmail.com,21997,Yes,10,There is no storage space.,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,3:00PM to 5:00 PM,The other party. 出货的人决定。,No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,Sek Fook Char Chan Teng,089168,Street/street houses,Less than 10 m2,No,6,,,2 (Some),0 (None),3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 12:24:31,1.2846707,0.0,103.8447491,S9009871,,0,0,0,,yinjin26@gmail.com,99987,No,1,Less than 10 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"<Point><coordinates>103.8440542,1.2834004,0.0</coordinates></Point>",2014-07-15 14:12:58,1.2834004,0.0,103.8440542,S3271800,,0,0,0,0.0,haokaishi520@gmail.com,51234,Yes,13,10 m2 - 25 m2,"1 (Sidebar, Mod1)",,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,7:00AM to 9:00 AM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,huang he lou ,058595,Street/street houses,50 m2 - 100 m2,No,1130,,,3 (Most),0 (None),1 (Least),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
5,"<Point><coordinates>103.8442084,1.2869521,0.0</coordinates></Point>",2014-07-15 15:09:39,1.2869521,0.0,103.8442084,S7553278,,0,0,0,,yinjin26@gmail.com,264358,Yes,6,There is no storage space.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bonne soupe,050335,Others,25 m2 - 50 m2,Yes,1000,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,0 (None),,,,,,Once a day. 一天一次,,,,,,,,,,,,,,,,,2000,"Food court and hawkers (5614, 56122)"
0,"<Point><coordinates>103.8442495,1.2816056,0.0</coordinates></Point>",2014-07-15 15:40:15,1.2816056,0.0,103.8442495,S2324453,,0,0,0,0.0,haokaishi520@gmail.com,52380,Yes,1,There is no storage space.,5,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-108,050335,Indoor/underground mall,Less than 10 m2,No,1000,,,,,,,,,3 (Most),,1 (Least),"(Clothes, shoes, bags)",Once every two weeks. 每两个星期一次,"(Clothes, shoes, bags)",Once every two weeks. 每两个星期一次,"(Clothes, shoes, bags)",Once every two weeks. 每两个星期一次,,,,,,,,,,,,,,,,,1900,"Apparel stores, selling clothes, bags and shoes. May sell accessories (4771)"
3,"<Point><coordinates>103.8438509,1.2826058,0.0</coordinates></Point>",2014-07-15 16:43:46,1.2826058,0.0,103.8438509,S3237878,,0,0,0,0.0,kimcuong030992@gmail.com,88883,Yes,2,There is no storage space.,2,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",100x100x100m,5:00PM to 7:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,On Tap,050335,,,,,,,,0 (None),3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.7994767,1.2760107,0.0</coordinates></Point>",2014-07-15 10:15:28,1.2760107,0.0,103.7994767,S4514332,,0,0,0,0.0,haokaishi520@gmail.com,00000,Yes,2,10 m2 - 25 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8299653,1.2721086,0.0</coordinates></Point>",2014-07-15 10:20:07,1.2721086,0.0,103.8299653,S5142072,,0,0,0,0.0,kimcuong030992@gmail.com,0000,Yes,9001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8471101,1.2851709,0.0</coordinates></Point>",2014-07-15 10:43:17,1.2851709,0.0,103.8471101,S2674258,,0,0,0,,yinjin26@gmail.com,2927,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8443011,1.2847579,0.0</coordinates></Point>",2014-07-15 11:17:29,1.2847579,0.0,103.8443011,S7093834,,0,0,0,,yinjin26@gmail.com,2851,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"<Point><coordinates>103.8415691,1.2803012,3.304869018623931</coordinates></Point>",2014-07-15 11:22:38,1.2803012,3.304869018623931,103.8415691,S4796972,,0,0,0,0.0,kimcuong030992@gmail.com,632,Yes,4,Less than 10 m2,900000,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a day. 一天一次,"(Cooked, Prepared food)",25x25x25cm,Before 7:00 AM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,7-11,089145,Street/street houses,10 m2 - 25 m2,Yes,00,,,2 (Some),1 (Least),3 (Most),0 (None),2 (Some),1 (Least),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,24,Grocery store mainly selling several types of dry goods (consumer packaged goods) (471)
20,"<Point><coordinates>103.8432835,1.2833016,0.0</coordinates></Point>",2014-07-15 11:45:26,1.2833016,0.0,103.8432835,S0578184,,0,0,0,0.0,haokaishi520@gmail.com,18738,Yes,5,50 m2 - 100 m2,10,"Odd (Sidebar, Mod1)","We picked it up from the source. 我们去拿货送回店里 (Sidebar, PICK)",,,,,,,,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Fresh food (e.g. Vegetable, meat))",50x50x50cm,Car. 车,No. 否,,,,,,,,,,,,,,,,,,,,,chuan jiang hao zi ,59239,Street/street houses,100 m2 – 200 m2,No,1100,,,3 (Most),1 (Least),1 (Least),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2300,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
12,"<Point><coordinates>103.8449315,1.2834159,0.0</coordinates></Point>",2014-07-15 13:18:53,1.2834159,0.0,103.8449315,S6791252,,0,0,0,,yinjin26@gmail.com,,,12,10 m2 - 25 m2,6,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well dressed salad bar,058831,Street/street houses,10 m2 - 25 m2,No,1100,,,3 (Most),0 (None),1 (Least),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a week. 一个星期一次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Once every two weeks. 每两个星期一次,"(Packaging materials, e.g. plastic boxes and bags)",Once every two weeks. 每两个星期一次,"(Cooked, Prepared food)",Once a month. 一个月一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Or less. 更少,,,,,,,,,,,2200,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8426292,1.2804051,0.0</coordinates></Point>",2014-07-15 13:41:07,1.2804051,0.0,103.8426292,S8496748,,0,0,0,0.0,kimcuong030992@gmail.com,14962,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8421699,1.2857255,0.0</coordinates></Point>",2014-07-15 15:01:39,1.2857255,0.0,103.8421699,S0767096,,0,0,0,,yinjin26@gmail.com,132584,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 16:47:52,1.2846707,0.0,103.8447491,S1000528,,0,0,0,,yinjin26@gmail.com,7531,Yes,1,There is no storage space.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0800,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,,,,,,,,,,,,,,,,,,,1700,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8254422,1.2825898,0.0</coordinates></Point>",2014-07-15 10:18:15,1.2825898,0.0,103.8254422,S8614062,,0,0,0,0.0,haokaishi520@gmail.com,0000,Yes,8,25 m2 - 50 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8448209,1.2854829,0.0</coordinates></Point>",2014-07-15 10:51:47,1.2854829,0.0,103.8448209,S7637539,,0,0,0,,yinjin26@gmail.com,7009,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"<Point><coordinates>103.8439502,1.2849827,0.0</coordinates></Point>",2014-07-15 11:50:35,1.2849827,0.0,103.8439502,S5378229,,0,0,0,,yinjin26@gmail.com,7955500,Yes,6,10 m2 - 25 m2,50,"Pharmacy (Sidebar, Mod1)",,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,11:00PM to 1:00 PM,We negotiate the delivery time together. 我们有商量最适当的送货时间。,Yes. 是,,,,,,,,,,,,,,,,,,,,,,,,,,,health and beauty pte Ltd,058338,Street/street houses,200 m2 – 500 m2,No,1100,,,1 (Least),0 (None),3 (Most),0 (None),1 (Least),3 (Most),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2100,Pharmacies and drug stores. May sell other personal products (47722/3)
,"<Point><coordinates>103.8429524,1.2884646,0.0</coordinates></Point>",2014-07-15 14:18:18,1.2884646,0.0,103.8429524,S0794796,,0,0,0,,yinjin26@gmail.com,,Yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8427925,1.2834425,0.0</coordinates></Point>",2014-07-15 14:59:54,1.2834425,0.0,103.8427925,S4274039,,0,0,0,,yinjin26@gmail.com,5513,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"<Point><coordinates>103.8434804,1.2829339,0.0</coordinates></Point>",2014-07-15 15:34:39,1.2829339,0.0,103.8434804,S1760651,,0,0,0,0.0,haokaishi520@gmail.com,67890,Yes,2,Less than 10 m2,2,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matsuzaki,050335,Indoor/underground mall,10 m2 - 25 m2,No,0900,,,,,,,,,3 (Most),,,"(Clothes, shoes, bags)",Once every two weeks. 每两个星期一次,"(Clothes, shoes, bags)",Once a month. 一个月一次,,,,,,,,,,,,,,,,,,,1800,"Apparel stores, selling clothes, bags and shoes. May sell accessories (4771)"
3,"<Point><coordinates>103.8439364,1.2825638,0.0</coordinates></Point>",2014-07-15 16:20:34,1.2825638,0.0,103.8439364,S1003926,,0,0,0,0.0,kimcuong030992@gmail.com,88885,Yes,2,There is no storage space.,8,,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,11:00PM to 1:00 PM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Ming Shan,050335,Others,Less than 10 m2,No,1000,,,3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,"Food court and hawkers (5614, 56122)"
5,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 16:27:26,1.2846707,0.0,103.8447491,S0754454,,0,0,0,,yinjin26@gmail.com,6414,Yes,3,There is no storage space.,3,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dapur ayesha o,050335,Others,Less than 10 m2,No,0700,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a day. 一天一次,"(Packaging materials, e.g. plastic boxes and bags)",Once a week. 一个星期一次,,,,,,,,,,,,,,,,,1900,"Food court and hawkers (5614, 56122)"
0,"<Point><coordinates>103.8442269,1.2828895,0.0</coordinates></Point>",2014-07-15 16:58:20,1.2828895,0.0,103.8442269,S4373068,,0,0,0,0.0,haokaishi520@gmail.com,63636,Yes,2,50 m2 - 100 m2,10,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Or less. 更少,"(Clothes, shoes, bags)",More than two 200x100x100m box,Do not remember. 不知道，不记得,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,chin hing emporiums,059214,Street/street houses,50 m2 - 100 m2,No,1100,,,0 (None),,,1 (Least),0 (None),0 (None),3 (Most),0 (None),1 (Least),,,,,,,,,,,,,,,,,,,,,,,2100,"Apparel stores, selling clothes, bags and shoes. May sell accessories (4771)"
,"<Point><coordinates>103.8299653,1.2721086,0.0</coordinates></Point>",2014-07-15 10:16:11,1.2721086,0.0,103.8299653,S8700276,,0,0,0,0.0,kimcuong030992@gmail.com,000000000000000,Yes,9001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"<Point><coordinates>103.844629,1.2824484,0.0</coordinates></Point>",2014-07-15 10:49:31,1.2824484,0.0,103.844629,S5991739,,0,0,0,0.0,haokaishi520@gmail.com,11847,Yes,16,50 m2 - 100 m2,15,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chusn garden restaurant,52938,Street/street houses,100 m2 – 200 m2,No,1030,,,3 (Most),0 (None),1 (Least),0 (None),0 (None),0 (None),,0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Frozen food (e.g. Frozen meat, cake),Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a day. 一天一次,,,,,,,,,,,,,,,,,2300,"Food court and hawkers (5614, 56122)"
7,"<Point><coordinates>103.8435789,1.2837562,0.0</coordinates></Point>",2014-07-15 11:20:22,1.2837562,0.0,103.8435789,S2297398,,0,0,0,0.0,haokaishi520@gmail.com,18792,Yes,22,10 m2 - 25 m2,7,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old yang kee hunan restaurant,58598,Street/street houses,50 m2 - 100 m2,No,1030,,,3 (Most),1 (Least),1 (Least),,,,,,,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a week. 一个星期一次,,,,,,,,,,,,,,,2230,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8443869,1.2844775,0.0</coordinates></Point>",2014-07-15 11:26:12,1.2844775,0.0,103.8443869,S5200670,,0,0,0,,yinjin26@gmail.com,2851,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"<Point><coordinates>103.8417677,1.2808838,10.178090222358414</coordinates></Point>",2014-07-15 11:48:18,1.2808838,10.178090222358414,103.8417677,S8759568,,0,0,0,0.0,kimcuong030992@gmail.com,21026,Yes,10,There is no storage space.,80,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Cooked, Prepared food,Frozen food (e.g. Frozen meat, cake),Fresh food (e.g. Vegetable, meat))",50x50x50cm,9:00AM to 11:00 AM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",No. 否,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant Ember,089154,Street/street houses,50 m2 - 100 m2,No,11,,,3 (Most),2 (Some),2 (Some),,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
4,"<Point><coordinates>103.8452772,1.2829309,0.0</coordinates></Point>",2014-07-15 11:59:40,1.2829309,0.0,103.8452772,S3239210,,0,0,0,0.0,haokaishi520@gmail.com,14451,Yes,12,Less than 10 m2,4,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",100x100x100m,11:00PM to 1:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Yes. 是,,,,,,,,,,,,,,,,,,,,,,,,,,,chen fu ji ,58937,Street/street houses,100 m2 – 200 m2,Yes,1100,,,3 (Most),1 (Least),2 (Some),0 (None),,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
2,"<Point><coordinates>103.84421,1.2820216,0.0</coordinates></Point>",2014-07-15 13:20:27,1.2820216,0.0,103.84421,S1031930,,0,0,0,0.0,haokaishi520@gmail.com,59999,Yes,2,Less than 10 m2,8,"Pharmacy (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a week. 一个星期一次,(Medicinal and pharmaceutical products),25x25x25cm,1:00PM to 3:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Yes. 是,,,,,,,,,,,,,,,,,,,,,,,,,,,ban yoo foh ,059021,Street/street houses,25 m2 - 50 m2,No,0900,,,0 (None),0 (None),0 (None),,,3 (Most),,,1 (Least),,,,,,,,,,,,,,,,,,,,,,,1830,Pharmacies and drug stores. May sell other personal products (47722/3)
1,"<Point><coordinates>103.8435646,1.2786688,-355.56165441203586</coordinates></Point>",2014-07-15 14:15:07,1.2786688,-355.56165441203586,103.8435646,S8438421,,0,0,0,0.0,kimcuong030992@gmail.com,12424,Yes,2,10 m2 - 25 m2,20,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From our corporate warehouse/ office. 我们公司自己的货仓,Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",More than two 200x100x100m box,11:00PM to 1:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Italian food and wine,089265,Street/street houses,25 m2 - 50 m2,No,8,,,0 (None),0 (None),3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Grocery store mainly selling several types of dry goods (consumer packaged goods) (471)
,"<Point><coordinates>103.8420881,1.2785064,-223.31216952871503</coordinates></Point>",2014-07-15 14:30:44,1.2785064,-223.31216952871503,103.8420881,S3883938,,0,0,0,0.0,kimcuong030992@gmail.com,25563,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"<Point><coordinates>103.8411041,1.2804956,-107.16502402226578</coordinates></Point>",2014-07-15 14:52:45,1.2804956,-107.16502402226578,103.8411041,S7829538,,0,0,0,0.0,kimcuong030992@gmail.com,24648,Yes,9,Less than 10 m2,5,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Frozen food (e.g. Frozen meat, cake))",25x25x25cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
